1008	53087
952	53088
1000	53089
1024	53090
1016	53091
992	53092
992	53093
928	53094
952	53095
1000	53096
952	53097
984	53098
944	53099
984	53100
960	53101
992	53102
976	53103
960	53104
992	53105
1000	53106
952	53107
960	53108
1008	53109
1024	53110
936	53111
968	53112
1024	53113
1024	53114
968	53115
1024	53116
1016	53117
976	53118
1000	53119
1000	53120
1016	53121
1000	53122
928	53123
968	53124
1008	53125
960	53126
1008	53127
1056	53128
976	53129
968	53130
1024	53131
1008	53132
952	53133
992	53134
1008	53135
952	53136
1000	53137
984	53138
1000	53139
952	53140
872	53141
912	53142
920	53143
944	53144
864	53145
848	53146
896	53147
904	53148
992	53149
1000	53150
1040	53151
968	53152
1032	53153
1064	53154
984	53155
1032	53156
1000	53157
1032	53158
1088	53159
1032	53160
984	53161
1064	53162
1088	53163
992	53164
1080	53165
1048	53166
1032	53167
1048	53168
1120	53169
1008	53170
1064	53171
1008	53172
1072	53173
1072	53174
1008	53175
1096	53176
1008	53177
1104	53178
1080	53179
1064	53180
984	53181
1056	53182
1056	53183
984	53184
1024	53185
1056	53186
1088	53187
1088	53188
1064	53189
984	53190
1016	53191
968	53192
984	53193
1056	53194
1064	53195
1056	53196
1040	53197
976	53198
968	53199
1016	53200
1032	53201
1056	53202
984	53203
960	53204
968	53205
1008	53206
1016	53207
984	53208
992	53209
1008	53210
968	53211
960	53212
960	53213
992	53214
1024	53215
912	53216
928	53217
968	53218
936	53219
992	53220
1024	53221
1000	53222
1008	53223
1120	53224
1024	53225
1008	53226
1008	53227
912	53228
920	53229
904	53230
920	53231
928	53232
920	53233
920	53234
880	53235
920	53236
960	53237
968	53238
976	53239
992	53240
960	53241
960	53242
960	53243
960	53244
960	53245
928	53246
912	53247
864	53248
912	53249
896	53250
912	53251
888	53252
848	53253
872	53254
888	53255
896	53256
968	53257
984	53258
920	53259
1016	53260
1000	53261
976	53262
968	53263
880	53264
840	53265
896	53266
1192	53267
1160	53268
1088	53269
1064	53270
1080	53271
1072	53272
1048	53273
1048	53274
1040	53275
1040	53276
1032	53277
1008	53278
1032	53279
1024	53280
992	53281
968	53282
928	53283
888	53284
872	53285
888	53286
960	53287
968	53288
1072	53289
1144	53290
1104	53291
1040	53292
920	53293
912	53294
984	53295
1016	53296
992	53297
960	53298
928	53299
1000	53300
1048	53301
1024	53302
968	53303
976	53304
1048	53305
1080	53306
1048	53307
1056	53308
968	53309
984	53310
968	53311
992	53312
928	53313
968	53314
968	53315
984	53316
944	53317
880	53318
928	53319
936	53320
952	53321
928	53322
928	53323
976	53324
1024	53325
1032	53326
1008	53327
1024	53328
1000	53329
1016	53330
1024	53331
952	53332
888	53333
904	53334
928	53335
928	53336
912	53337
936	53338
1032	53339
1040	53340
928	53341
928	53342
928	53343
928	53344
928	53345
920	53346
928	53347
952	53348
944	53349
880	53350
936	53351
1048	53352
1024	53353
1016	53354
968	53355
1008	53356
1016	53357
976	53358
928	53359
984	53360
1016	53361
1032	53362
952	53363
976	53364
976	53365
904	53366
904	53367
984	53368
992	53369
1032	53370
1048	53371
992	53372
984	53373
1008	53374
1048	53375
992	53376
960	53377
1024	53378
1072	53379
1048	53380
1040	53381
1048	53382
1032	53383
1032	53384
1016	53385
944	53386
976	53387
1032	53388
1040	53389
1024	53390
1008	53391
920	53392
984	53393
1032	53394
1040	53395
1032	53396
992	53397
1016	53398
1056	53399
1008	53400
1024	53401
1024	53402
1016	53403
1032	53404
1032	53405
1032	53406
1040	53407
968	53408
1032	53409
1048	53410
992	53411
1016	53412
1056	53413
1008	53414
1000	53415
1072	53416
1056	53417
952	53418
1024	53419
1048	53420
1040	53421
952	53422
976	53423
992	53424
944	53425
960	53426
984	53427
1032	53428
1040	53429
1016	53430
1008	53431
1016	53432
992	53433
960	53434
1008	53435
1024	53436
1016	53437
992	53438
1016	53439
968	53440
1008	53441
1040	53442
960	53443
992	53444
1048	53445
1008	53446
944	53447
1024	53448
1008	53449
1016	53450
944	53451
896	53452
912	53453
968	53454
952	53455
960	53456
1040	53457
1056	53458
1016	53459
1000	53460
1016	53461
952	53462
1016	53463
1072	53464
1008	53465
1072	53466
1088	53467
1032	53468
984	53469
1096	53470
1096	53471
1040	53472
936	53473
992	53474
1024	53475
1024	53476
1016	53477
936	53478
976	53479
1016	53480
1032	53481
1032	53482
1048	53483
1008	53484
944	53485
1008	53486
1016	53487
1040	53488
1024	53489
1008	53490
912	53491
968	53492
1016	53493
1032	53494
944	53495
960	53496
1008	53497
1048	53498
1040	53499
1024	53500
976	53501
984	53502
1024	53503
1048	53504
1040	53505
1040	53506
976	53507
1024	53508
1000	53509
944	53510
1000	53511
912	53512
928	53513
992	53514
928	53515
1008	53516
1048	53517
968	53518
1024	53519
1000	53520
1000	53521
1008	53522
1008	53523
968	53524
1008	53525
976	53526
1008	53527
1000	53528
1064	53529
968	53530
1048	53531
1048	53532
976	53533
992	53534
984	53535
952	53536
968	53537
1040	53538
1016	53539
888	53540
856	53541
912	53542
928	53543
952	53544
912	53545
968	53546
1008	53547
1016	53548
936	53549
976	53550
1032	53551
984	53552
936	53553
1016	53554
1016	53555
960	53556
1024	53557
1032	53558
976	53559
1016	53560
1048	53561
992	53562
984	53563
1008	53564
976	53565
1008	53566
1040	53567
1040	53568
976	53569
864	53570
904	53571
1000	53572
1080	53573
1216	53574
1112	53575
1064	53576
1064	53577
1048	53578
1064	53579
1048	53580
1048	53581
984	53582
1040	53583
1048	53584
1072	53585
1024	53586
1040	53587
1048	53588
1064	53589
1064	53590
1032	53591
1032	53592
1072	53593
1080	53594
1032	53595
1056	53596
1056	53597
1056	53598
1048	53599
1000	53600
1024	53601
1024	53602
1000	53603
1000	53604
1040	53605
1040	53606
1016	53607
1040	53608
1032	53609
1032	53610
1008	53611
1040	53612
1056	53613
1064	53614
1024	53615
1056	53616
1048	53617
1080	53618
1024	53619
1048	53620
1056	53621
1000	53622
1040	53623
1016	53624
976	53625
1024	53626
1032	53627
984	53628
1000	53629
1024	53630
1008	53631
960	53632
952	53633
960	53634
1000	53635
968	53636
960	53637
1024	53638
1016	53639
1024	53640
1064	53641
1072	53642
1008	53643
1016	53644
1000	53645
1024	53646
1024	53647
968	53648
1000	53649
1024	53650
1048	53651
1064	53652
976	53653
1024	53654
1040	53655
1000	53656
944	53657
1024	53658
1024	53659
1016	53660
936	53661
992	53662
1024	53663
984	53664
1032	53665
992	53666
1000	53667
1088	53668
984	53669
1016	53670
1040	53671
984	53672
1024	53673
1056	53674
960	53675
1024	53676
1072	53677
1008	53678
1064	53679
1040	53680
960	53681
904	53682
960	53683
944	53684
984	53685
1064	53686
1072	53687
968	53688
1008	53689
1040	53690
1040	53691
976	53692
1008	53693
1048	53694
1024	53695
920	53696
864	53697
944	53698
944	53699
888	53700
928	53701
1224	53702
1312	53703
1144	53704
1088	53705
1064	53706
1096	53707
1152	53708
1064	53709
1128	53710
1144	53711
1104	53712
1120	53713
1072	53714
1080	53715
1104	53716
1104	53717
1096	53718
1072	53719
1008	53720
1024	53721
1072	53722
1064	53723
1064	53724
1048	53725
1040	53726
1024	53727
1024	53728
960	53729
1016	53730
1032	53731
1000	53732
1024	53733
1048	53734
1072	53735
1056	53736
1064	53737
1048	53738
1048	53739
1016	53740
1000	53741
1056	53742
1064	53743
1048	53744
1000	53745
1048	53746
1056	53747
1080	53748
1064	53749
1008	53750
1064	53751
1056	53752
1080	53753
1032	53754
1032	53755
1056	53756
1032	53757
1056	53758
1024	53759
968	53760
992	53761
1016	53762
1000	53763
992	53764
992	53765
944	53766
928	53767
880	53768
824	53769
792	53770
792	53771
816	53772
880	53773
904	53774
872	53775
872	53776
832	53777
872	53778
872	53779
864	53780
952	53781
920	53782
920	53783
888	53784
992	53785
896	53786
904	53787
872	53788
952	53789
912	53790
912	53791
864	53792
904	53793
904	53794
904	53795
